,pagerank,eigenvector,katz,betweenness,closeness,degree,in_degree,out_degree,node_id,year
0,0.9999999999999999,1.0,1.0,0.7354697112705686,0.9265734265734265,1.0,1.0,1.0,2,1920
1,0.09075109961606695,0.17163283831428333,0.2690774740870997,0.0,0.05096153846153828,0.0,0.0,0.1,70,1920
2,0.09075109961606695,0.17163283831428333,0.26907747408709976,0.0,0.05096153846153828,0.0,0.0,0.1,135,1920
3,0.21445775258723923,0.4846935601365537,0.6400933739744983,0.2399331339481674,0.4076923076923076,0.4,0.30000000000000004,0.2,140,1920
4,0.09075109961606695,0.17163283831428333,0.2690774740870997,0.0,0.05096153846153828,0.0,0.0,0.1,155,1920
5,0.16086709287251627,0.3048675043019948,0.4275405130077391,0.0,0.2858818011257034,0.1,0.1,0.2,160,1920
6,0.3789136806410969,0.8535762816531736,0.9628268403801579,0.08130171112760921,0.6272189349112427,0.6000000000000001,0.5000000000000001,0.6000000000000001,200,1920
7,0.3995234548526,0.8838765009204705,0.9704922759493535,0.04582176525727022,0.6022727272727273,0.6000000000000001,0.5000000000000001,0.7000000000000001,220,1920
8,0.39980353620734976,0.7660889059233693,0.8709666532469753,1.0,1.0,0.7000000000000001,0.5000000000000001,0.7000000000000001,230,1920
9,0.46466287318479704,0.9075127870474905,0.9500299536420134,0.06890322454874352,0.6022727272727273,0.7000000000000001,0.6000000000000001,0.8,325,1920
10,0.27631107907282537,0.6314620682425,0.8256013239181972,0.3867184136695264,1.0,0.4,0.30000000000000004,0.5,740,1920
11,0.09591090524785781,0.0541225402499163,0.13137180123315034,0.0,0.0,0.0,0.0,0.0,235,1920
12,0.11857791029059692,0.6128830316170885,0.44240718591105666,0.0,0.8259283819628647,0.4,0.1,0.5,211,1920
13,0.04674399550429956,0.08665637573520786,0.17754645708764583,0.3295199972707734,0.3706293706293706,0.1,0.0,0.1,255,1920
14,0.05901541041860581,0.15776072904654517,0.2540864601797037,0.8730016131678685,1.0,0.30000000000000004,0.20000000000000004,0.2,365,1920
15,0.0,0.0,0.071904431140553,0.02660995940275425,0.3706293706293706,0.1,0.0,0.1,640,1920
16,0.10055187155551473,0.01657403171622257,0.0,0.0,0.33544303797468333,0.1,0.1,0.0,630,1920
