,pagerank,eigenvector,katz,betweenness,closeness,degree,in_degree,out_degree,node_id,year
61,0.1967155418800589,0.40045991928484476,0.283947575716899,1.2790675910061778e-08,0.9999999999999998,0.34523809523809523,0.2483660130718954,0.35,369,2000
62,0.07637579708892411,0.17777493839511535,0.550094491840397,8.884113570909697e-18,0.9999999999999998,0.1607142857142857,0.13725490196078433,0.11875,370,2000
63,0.05894036732408857,0.14147244260358874,0.08777902178194036,4.665279154952128e-19,0.9999999999999998,0.10714285714285712,0.11764705882352942,0.06875,371,2000
64,0.06462178189387256,0.1388812319578694,0.10524249936042623,1.173752031964353e-22,0.9999999999999998,0.10714285714285712,0.09803921568627451,0.09375,372,2000
65,0.05699205363523789,0.14526539336139035,0.3786968518900238,1.1866721069510275e-13,0.9999999999999998,0.08928571428571427,0.08496732026143791,0.08125,373,2000
66,0.23121590402835557,0.5303128552722491,0.45549965791047375,8.707442971324021e-14,0.9999999999999998,0.380952380952381,0.41830065359477125,0.275,375,2000
67,0.38776347661814,0.7194353688598057,0.575772022628038,1.6398420100827984e-14,0.9999999999999998,0.5476190476190476,0.5032679738562091,0.5375,380,2000
68,0.2246438181410867,0.5007459983746034,0.37943275414174776,2.2608118371162804e-08,0.9999999999999998,0.39880952380952384,0.41830065359477125,0.28125,385,2000
69,0.280150789553255,0.5672991286756156,0.7750672567490746,0.0003865669384803101,0.9999999999999998,0.4642857142857143,0.46405228758169936,0.3625,390,2000
70,0.04971045050622712,0.13937453525169485,0.6349407976327508,1.006742186424978e-33,0.9999999999999998,0.05952380952380953,0.06535947712418301,0.0625,395,2000
71,0.028669058169825335,0.07386132806421927,0.6318503791535439,4.4531979706392593e-23,0.9999999999999998,0.07738095238095238,0.0718954248366013,0.049999999999999996,402,2000
72,0.041558828604095585,0.08150551367983551,0.4795002069515371,2.0837155345570373e-28,0.9999999999999998,0.05357142857142857,0.05228758169934641,0.05625,404,2000
73,0.029983070415803555,0.06880423100504479,0.533554946509786,1.3031867391612603e-20,0.9999999999999998,0.06547619047619047,0.06535947712418301,0.04375,411,2000
74,0.041492675256469325,0.05135625005631163,0.34291249809043334,1.8911445360462835e-26,0.9999999999999998,0.05357142857142857,0.06535947712418301,0.0375,420,2000
75,0.05202068928747737,0.13684929381346772,0.4604614231832937,9.313919524380033e-20,0.9999999999999998,0.10714285714285712,0.11111111111111112,0.06875,432,2000
76,0.15120646673230986,0.2391010010449472,0.3460613120321695,1.511643318679229e-07,0.9999999999999998,0.2857142857142857,0.1830065359477124,0.28125,433,2000
77,0.05612149840801585,0.11979314636547478,0.8135257439785996,2.0742107667186117e-09,0.9999999999999998,0.10119047619047619,0.11111111111111112,0.0625,434,2000
78,0.08559475059709865,0.19235166740220136,0.24185559743895807,3.689440318884265e-13,0.9999999999999998,0.1607142857142857,0.1830065359477124,0.09375,435,2000
79,0.055067968549801644,0.13561438765799458,0.8059141602305568,6.092192220608928e-20,0.9999999999999998,0.10119047619047619,0.11111111111111112,0.0625,436,2000
80,0.14983062936908115,0.31337771678604154,0.11768403988761816,5.109938634803136e-17,0.9999999999999998,0.24999999999999997,0.20261437908496732,0.2375,437,2000
81,0.10803096907705519,0.20675650027488116,0.40361241623087035,2.370661760062464e-19,0.9999999999999998,0.1726190476190476,0.16339869281045752,0.1375,438,2000
82,0.04353632112565842,0.0932885614803729,0.3676144506822313,1.0888472221793827e-20,0.9999999999999998,0.09523809523809523,0.0915032679738562,0.0625,439,2000
83,0.049011063072678454,0.07443322569616408,0.45751438442656134,4.754342060336974e-20,0.9999999999999998,0.08333333333333331,0.0718954248366013,0.06875,451,2000
84,0.16354492430201112,0.34024369404956056,0.7001616105086905,5.194387784780919e-18,0.9999999999999998,0.24404761904761904,0.22222222222222224,0.23124999999999998,452,2000
85,0.05901958250073952,0.13050972424852408,0.6613738933479723,3.970585651833684e-34,0.9999999999999998,0.07738095238095238,0.08496732026143791,0.06875,461,2000
